timestamp,open,high,low,close,volume
2026-06-25T00:42:00-04:00,30019.25,30026.5,30019.25,30026.5,44
2026-06-25T00:43:00-04:00,30029.0,30034.25,30027.25,30032.25,113
2026-06-25T00:44:00-04:00,30031.25,30039.0,30030.25,30038.5,84
2026-06-25T00:45:00-04:00,30039.5,30040.75,30033.25,30034.5,66
2026-06-25T00:46:00-04:00,30034.5,30038.5,30033.0,30038.5,46
2026-06-25T00:47:00-04:00,30038.75,30040.5,30034.5,30040.0,69
2026-06-25T00:48:00-04:00,30039.5,30054.75,30037.25,30045.0,316
2026-06-25T00:49:00-04:00,30044.5,30044.5,30035.25,30039.5,95
2026-06-25T00:50:00-04:00,30040.5,30056.0,30040.5,30054.25,204
2026-06-25T00:51:00-04:00,30052.5,30053.0,30048.25,30051.25,47
2026-06-25T00:52:00-04:00,30052.75,30057.5,30052.0,30055.5,77
2026-06-25T00:53:00-04:00,30056.0,30064.75,30052.5,30061.5,123
2026-06-25T00:54:00-04:00,30061.0,30062.25,30052.25,30052.25,47
2026-06-25T00:55:00-04:00,30053.25,30054.5,30049.0,30051.5,56
2026-06-25T00:56:00-04:00,30054.0,30054.0,30043.75,30044.0,77
2026-06-25T00:57:00-04:00,30044.5,30051.5,30044.25,30046.5,54
2026-06-25T00:58:00-04:00,30047.0,30047.25,30033.25,30036.5,111
2026-06-25T00:59:00-04:00,30036.0,30041.75,30035.0,30041.0,49
2026-06-25T01:00:00-04:00,30040.25,30052.75,30040.0,30043.5,132
2026-06-25T01:01:00-04:00,30044.5,30062.25,30043.25,30060.0,134
2026-06-25T01:02:00-04:00,30060.75,30066.25,30059.75,30064.25,89
2026-06-25T01:03:00-04:00,30062.0,30063.0,30055.75,30059.0,47
2026-06-25T01:04:00-04:00,30059.5,30064.75,30057.5,30062.75,68
2026-06-25T01:05:00-04:00,30062.75,30074.0,30062.5,30072.0,173
2026-06-25T01:06:00-04:00,30072.25,30072.75,30065.0,30067.0,87
2026-06-25T01:07:00-04:00,30065.75,30073.5,30065.75,30071.0,66
2026-06-25T01:08:00-04:00,30068.25,30074.75,30068.25,30073.0,46
2026-06-25T01:09:00-04:00,30071.75,30073.25,30067.0,30070.5,42
2026-06-25T01:10:00-04:00,30071.5,30071.5,30062.25,30067.0,98
2026-06-25T01:11:00-04:00,30066.0,30067.0,30058.0,30060.5,112
2026-06-25T01:12:00-04:00,30059.75,30063.75,30057.25,30061.75,56
2026-06-25T01:13:00-04:00,30062.75,30070.25,30062.0,30067.0,51
2026-06-25T01:14:00-04:00,30066.75,30071.0,30066.5,30068.5,37
2026-06-25T01:15:00-04:00,30070.25,30073.25,30067.75,30071.25,27
2026-06-25T01:16:00-04:00,30072.0,30076.75,30070.25,30076.0,89
2026-06-25T01:17:00-04:00,30076.75,30077.0,30070.0,30074.5,70
2026-06-25T01:18:00-04:00,30074.75,30074.75,30065.0,30065.0,58
2026-06-25T01:19:00-04:00,30065.0,30067.75,30062.0,30064.0,65
2026-06-25T01:20:00-04:00,30064.75,30068.5,30063.0,30066.75,40
2026-06-25T01:21:00-04:00,30067.25,30073.5,30067.25,30071.5,81
2026-06-25T01:22:00-04:00,30071.25,30076.0,30068.75,30075.75,43
2026-06-25T01:23:00-04:00,30076.0,30084.5,30072.75,30084.0,140
2026-06-25T01:24:00-04:00,30083.75,30089.25,30081.25,30085.75,101
2026-06-25T01:25:00-04:00,30084.75,30088.5,30081.25,30081.25,104
2026-06-25T01:26:00-04:00,30080.75,30090.25,30079.75,30089.25,131
2026-06-25T01:27:00-04:00,30088.5,30095.0,30087.5,30092.25,101
2026-06-25T01:28:00-04:00,30092.0,30097.25,30087.75,30093.25,124
2026-06-25T01:29:00-04:00,30092.5,30097.5,30091.25,30094.0,80
2026-06-25T01:30:00-04:00,30093.0,30095.75,30089.0,30093.25,94
2026-06-25T01:31:00-04:00,30095.25,30100.0,30092.0,30097.25,125
2026-06-25T01:32:00-04:00,30096.75,30102.25,30094.0,30094.0,53
2026-06-25T01:33:00-04:00,30095.25,30103.25,30092.25,30102.75,66
2026-06-25T01:34:00-04:00,30102.75,30107.0,30098.75,30105.0,84
2026-06-25T01:35:00-04:00,30107.75,30110.5,30100.75,30103.75,93
2026-06-25T01:36:00-04:00,30105.0,30107.75,30094.0,30098.5,188
2026-06-25T01:37:00-04:00,30098.25,30104.0,30094.75,30100.5,262
2026-06-25T01:38:00-04:00,30099.75,30105.25,30099.25,30101.75,58
2026-06-25T01:39:00-04:00,30101.5,30104.0,30099.0,30101.5,66
2026-06-25T01:40:00-04:00,30102.0,30116.0,30102.0,30112.0,106
2026-06-25T01:41:00-04:00,30111.0,30114.0,30107.0,30113.75,87
2026-06-25T01:42:00-04:00,30112.75,30121.25,30110.25,30120.0,180
2026-06-25T01:43:00-04:00,30119.0,30119.0,30105.75,30107.25,153
2026-06-25T01:44:00-04:00,30106.25,30114.75,30105.5,30106.25,101
2026-06-25T01:45:00-04:00,30105.5,30107.0,30100.75,30102.75,102
2026-06-25T01:46:00-04:00,30105.0,30106.25,30099.0,30100.25,76
2026-06-25T01:47:00-04:00,30099.25,30100.25,30087.5,30097.5,189
2026-06-25T01:48:00-04:00,30096.5,30106.0,30095.0,30100.5,206
2026-06-25T01:49:00-04:00,30099.0,30101.25,30096.0,30099.5,91
2026-06-25T01:50:00-04:00,30098.5,30098.5,30088.75,30092.0,168
2026-06-25T01:51:00-04:00,30092.5,30100.0,30090.0,30100.0,70
2026-06-25T01:52:00-04:00,30099.25,30106.5,30098.25,30104.75,270
2026-06-25T01:53:00-04:00,30103.25,30103.25,30092.75,30092.75,120
2026-06-25T01:54:00-04:00,30092.5,30100.5,30089.25,30094.5,91
2026-06-25T01:55:00-04:00,30093.25,30095.0,30086.0,30089.5,189
2026-06-25T01:56:00-04:00,30088.0,30096.25,30083.25,30094.75,133
2026-06-25T01:57:00-04:00,30095.5,30096.75,30085.0,30090.5,55
2026-06-25T01:58:00-04:00,30091.25,30093.25,30089.0,30090.0,98
2026-06-25T01:59:00-04:00,30090.5,30094.0,30088.25,30089.25,60
2026-06-25T02:00:00-04:00,30091.0,30106.5,30090.0,30104.5,264
2026-06-25T02:01:00-04:00,30103.5,30104.25,30095.75,30100.25,151
2026-06-25T02:02:00-04:00,30101.0,30108.0,30100.25,30107.25,126
2026-06-25T02:03:00-04:00,30108.5,30111.0,30091.0,30099.25,179
2026-06-25T02:04:00-04:00,30100.5,30102.0,30086.75,30089.0,123
2026-06-25T02:05:00-04:00,30090.0,30090.25,30081.25,30086.25,129
2026-06-25T02:06:00-04:00,30087.0,30087.0,30077.5,30082.5,161
2026-06-25T02:07:00-04:00,30082.5,30097.5,30081.75,30096.25,110
2026-06-25T02:08:00-04:00,30095.5,30102.75,30095.5,30102.75,102
2026-06-25T02:09:00-04:00,30100.75,30105.75,30096.5,30100.75,185
2026-06-25T02:10:00-04:00,30100.25,30101.0,30095.0,30098.5,171
2026-06-25T02:11:00-04:00,30100.25,30102.5,30094.25,30102.5,160
2026-06-25T02:12:00-04:00,30101.75,30105.0,30099.0,30103.5,103
2026-06-25T02:13:00-04:00,30105.0,30120.0,30104.0,30119.75,225
2026-06-25T02:14:00-04:00,30119.5,30120.5,30112.5,30112.5,137
2026-06-25T02:15:00-04:00,30112.0,30119.5,30107.5,30117.0,140
2026-06-25T02:16:00-04:00,30116.25,30123.5,30116.0,30119.25,131
2026-06-25T02:17:00-04:00,30119.75,30123.0,30118.5,30120.5,64
2026-06-25T02:18:00-04:00,30121.0,30125.5,30119.75,30124.75,119
2026-06-25T02:19:00-04:00,30125.75,30126.5,30120.5,30122.0,97
2026-06-25T02:20:00-04:00,30122.5,30127.25,30120.75,30126.25,85
2026-06-25T02:21:00-04:00,30127.75,30128.25,30118.0,30122.75,121
2026-06-25T02:22:00-04:00,30123.25,30130.0,30121.0,30128.75,158
2026-06-25T02:23:00-04:00,30130.0,30131.75,30127.25,30128.5,61
2026-06-25T02:24:00-04:00,30128.0,30131.0,30126.5,30131.0,90
2026-06-25T02:25:00-04:00,30130.5,30131.25,30124.75,30125.0,91
2026-06-25T02:26:00-04:00,30127.0,30127.75,30118.0,30125.5,201
2026-06-25T02:27:00-04:00,30124.5,30128.0,30118.75,30127.0,163
2026-06-25T02:28:00-04:00,30127.5,30127.5,30111.0,30112.0,136
2026-06-25T02:29:00-04:00,30111.25,30113.0,30108.5,30110.5,102
2026-06-25T02:30:00-04:00,30110.5,30113.0,30104.25,30113.0,181
2026-06-25T02:31:00-04:00,30115.25,30116.75,30107.0,30111.5,135
2026-06-25T02:32:00-04:00,30110.5,30114.75,30107.25,30114.75,67
2026-06-25T02:33:00-04:00,30116.0,30118.75,30113.5,30116.5,83
2026-06-25T02:34:00-04:00,30116.5,30119.5,30109.5,30116.5,205
2026-06-25T02:35:00-04:00,30117.0,30120.25,30110.0,30115.25,145
2026-06-25T02:36:00-04:00,30116.0,30119.0,30114.5,30118.25,53
2026-06-25T02:37:00-04:00,30117.0,30117.0,30105.25,30107.5,170
2026-06-25T02:38:00-04:00,30106.5,30113.25,30105.0,30111.5,85
2026-06-25T02:39:00-04:00,30111.5,30111.75,30108.0,30111.5,29
2026-06-25T02:40:00-04:00,30111.25,30111.25,30098.0,30104.0,93
2026-06-25T02:41:00-04:00,30105.0,30110.5,30099.0,30110.5,87
2026-06-25T02:42:00-04:00,30109.75,30116.0,30107.5,30114.0,76
2026-06-25T02:43:00-04:00,30111.0,30111.0,30103.5,30106.0,72
2026-06-25T02:44:00-04:00,30106.5,30107.0,30102.75,30104.5,19
2026-06-25T02:45:00-04:00,30104.25,30108.0,30102.5,30106.25,120
2026-06-25T02:46:00-04:00,30106.75,30112.25,30104.75,30110.75,208
2026-06-25T02:47:00-04:00,30111.5,30111.5,30105.5,30105.75,62
2026-06-25T02:48:00-04:00,30106.0,30108.5,30103.5,30103.5,77
2026-06-25T02:49:00-04:00,30105.25,30105.5,30101.5,30104.0,47
2026-06-25T02:50:00-04:00,30104.0,30104.75,30100.5,30102.25,69
2026-06-25T02:51:00-04:00,30101.75,30119.5,30101.5,30115.5,178
2026-06-25T02:52:00-04:00,30116.0,30116.0,30110.0,30115.25,92
2026-06-25T02:53:00-04:00,30113.75,30113.75,30103.5,30103.5,78
2026-06-25T02:54:00-04:00,30102.5,30109.0,30102.0,30104.0,62
2026-06-25T02:55:00-04:00,30104.0,30108.75,30103.0,30108.75,58
2026-06-25T02:56:00-04:00,30108.25,30113.25,30107.5,30108.5,79
2026-06-25T02:57:00-04:00,30108.5,30109.25,30102.0,30105.5,61
2026-06-25T02:58:00-04:00,30104.25,30108.0,30103.5,30104.5,73
2026-06-25T02:59:00-04:00,30105.0,30110.0,30101.75,30105.25,108
2026-06-25T03:00:00-04:00,30106.5,30121.75,30105.75,30116.0,267
2026-06-25T03:01:00-04:00,30116.25,30125.0,30114.0,30115.25,136
2026-06-25T03:02:00-04:00,30115.0,30116.75,30112.0,30112.5,57
2026-06-25T03:03:00-04:00,30111.0,30126.5,30111.0,30119.5,275
2026-06-25T03:04:00-04:00,30119.25,30121.5,30115.75,30121.25,101
2026-06-25T03:05:00-04:00,30122.5,30137.25,30122.0,30132.5,304
2026-06-25T03:06:00-04:00,30133.0,30138.5,30131.75,30134.25,183
2026-06-25T03:07:00-04:00,30133.0,30135.0,30131.0,30132.5,75
2026-06-25T03:08:00-04:00,30134.75,30138.25,30128.25,30130.0,126
2026-06-25T03:09:00-04:00,30131.75,30134.0,30130.25,30131.25,58
2026-06-25T03:10:00-04:00,30132.0,30132.0,30125.25,30129.0,45
2026-06-25T03:11:00-04:00,30127.5,30133.0,30124.75,30126.25,64
2026-06-25T03:12:00-04:00,30125.75,30131.5,30123.25,30130.25,67
2026-06-25T03:13:00-04:00,30130.75,30130.75,30125.0,30127.5,47
2026-06-25T03:14:00-04:00,30126.0,30128.0,30122.0,30126.5,79
2026-06-25T03:15:00-04:00,30126.25,30133.25,30126.25,30131.5,67
2026-06-25T03:16:00-04:00,30130.5,30144.0,30130.5,30143.0,142
2026-06-25T03:17:00-04:00,30143.0,30159.25,30140.75,30155.5,505
2026-06-25T03:18:00-04:00,30155.0,30156.75,30152.5,30154.25,96
2026-06-25T03:19:00-04:00,30154.75,30155.5,30150.5,30155.5,95
2026-06-25T03:20:00-04:00,30156.25,30177.25,30156.25,30176.0,468
2026-06-25T03:21:00-04:00,30175.0,30181.25,30170.5,30173.0,182
2026-06-25T03:22:00-04:00,30173.5,30181.5,30169.0,30178.5,164
2026-06-25T03:23:00-04:00,30178.25,30183.25,30170.0,30180.75,363
2026-06-25T03:24:00-04:00,30180.75,30185.75,30177.5,30179.25,203
2026-06-25T03:25:00-04:00,30180.5,30186.5,30169.5,30169.5,219
2026-06-25T03:26:00-04:00,30171.0,30175.5,30167.0,30170.0,123
2026-06-25T03:27:00-04:00,30171.0,30179.0,30170.75,30178.75,83
2026-06-25T03:28:00-04:00,30179.25,30181.25,30171.25,30173.5,84
2026-06-25T03:29:00-04:00,30172.25,30178.0,30171.5,30171.5,120
2026-06-25T03:30:00-04:00,30170.75,30171.75,30161.75,30164.75,136
2026-06-25T03:31:00-04:00,30164.5,30170.5,30162.75,30169.75,84
2026-06-25T03:32:00-04:00,30170.25,30176.25,30169.75,30173.0,117
2026-06-25T03:33:00-04:00,30171.25,30172.5,30166.75,30172.5,69
2026-06-25T03:34:00-04:00,30173.0,30176.0,30167.0,30169.5,93
2026-06-25T03:35:00-04:00,30168.75,30172.25,30160.0,30161.75,88
2026-06-25T03:36:00-04:00,30161.5,30163.0,30150.0,30154.75,174
2026-06-25T03:37:00-04:00,30154.0,30162.0,30153.25,30154.75,86
2026-06-25T03:38:00-04:00,30153.75,30165.5,30149.25,30163.5,105
2026-06-25T03:39:00-04:00,30164.5,30172.25,30164.5,30172.0,73
2026-06-25T03:40:00-04:00,30172.5,30176.75,30170.0,30171.25,109
2026-06-25T03:41:00-04:00,30172.5,30174.75,30167.5,30174.75,45
2026-06-25T03:42:00-04:00,30175.75,30181.25,30172.25,30177.25,102
2026-06-25T03:43:00-04:00,30178.0,30182.0,30175.0,30175.0,110
2026-06-25T03:44:00-04:00,30175.0,30180.0,30174.75,30176.0,104
2026-06-25T03:45:00-04:00,30176.75,30178.0,30164.75,30168.0,129
2026-06-25T03:46:00-04:00,30168.75,30170.0,30163.75,30166.0,87
2026-06-25T03:47:00-04:00,30168.0,30174.0,30165.75,30172.25,73
2026-06-25T03:48:00-04:00,30170.0,30176.0,30167.75,30171.5,88
2026-06-25T03:49:00-04:00,30172.0,30172.75,30166.25,30168.5,72
2026-06-25T03:50:00-04:00,30167.75,30169.5,30164.25,30164.25,41
2026-06-25T03:51:00-04:00,30163.5,30164.5,30157.5,30158.75,68
2026-06-25T03:52:00-04:00,30158.75,30163.5,30157.25,30160.75,75
2026-06-25T03:53:00-04:00,30161.5,30167.5,30161.5,30165.25,83
2026-06-25T03:54:00-04:00,30165.75,30165.75,30161.25,30161.5,32
2026-06-25T03:55:00-04:00,30162.25,30162.5,30154.0,30154.5,47
2026-06-25T03:56:00-04:00,30156.25,30167.0,30156.25,30164.5,68
2026-06-25T03:57:00-04:00,30164.5,30173.25,30164.5,30172.75,84
2026-06-25T03:58:00-04:00,30172.75,30178.0,30171.75,30176.75,101
2026-06-25T03:59:00-04:00,30175.75,30181.75,30175.75,30181.75,77
2026-06-25T04:00:00-04:00,30182.0,30193.75,30165.0,30193.5,400
2026-06-25T04:01:00-04:00,30193.75,30198.25,30187.5,30194.5,224
2026-06-25T04:02:00-04:00,30195.5,30213.75,30192.0,30212.5,489
2026-06-25T04:03:00-04:00,30214.0,30219.0,30199.25,30203.0,278
2026-06-25T04:04:00-04:00,30202.5,30203.25,30190.0,30190.0,312
2026-06-25T04:05:00-04:00,30189.25,30194.5,30186.25,30189.5,408
2026-06-25T04:06:00-04:00,30191.75,30208.75,30191.25,30200.25,145
2026-06-25T04:07:00-04:00,30201.5,30205.0,30194.5,30198.5,250
2026-06-25T04:08:00-04:00,30199.5,30205.5,30198.25,30199.25,140
2026-06-25T04:09:00-04:00,30198.75,30208.5,30198.75,30205.75,165
2026-06-25T04:10:00-04:00,30203.25,30213.75,30200.5,30210.75,156
2026-06-25T04:11:00-04:00,30209.25,30214.25,30203.5,30212.5,95
2026-06-25T04:12:00-04:00,30213.0,30217.75,30205.5,30205.5,108
2026-06-25T04:13:00-04:00,30203.5,30204.75,30189.25,30190.5,87
2026-06-25T04:14:00-04:00,30190.5,30192.75,30182.25,30182.25,103
2026-06-25T04:15:00-04:00,30183.75,30185.0,30173.5,30173.5,179
2026-06-25T04:16:00-04:00,30174.25,30177.25,30167.25,30168.0,149
2026-06-25T04:17:00-04:00,30166.75,30169.75,30161.25,30167.25,125
2026-06-25T04:18:00-04:00,30167.0,30174.5,30164.75,30174.5,77
2026-06-25T04:19:00-04:00,30174.25,30176.25,30167.5,30170.5,62
2026-06-25T04:20:00-04:00,30170.75,30178.0,30161.75,30164.75,171
2026-06-25T04:21:00-04:00,30164.0,30174.0,30158.0,30173.5,100
2026-06-25T04:22:00-04:00,30174.25,30176.75,30168.0,30171.0,99
2026-06-25T04:23:00-04:00,30169.75,30171.75,30164.75,30168.5,50
2026-06-25T04:24:00-04:00,30169.25,30174.0,30167.0,30170.75,50
2026-06-25T04:25:00-04:00,30170.25,30173.75,30164.75,30165.0,113
2026-06-25T04:26:00-04:00,30165.0,30172.0,30160.25,30171.25,99
2026-06-25T04:27:00-04:00,30171.25,30174.0,30167.75,30171.5,66
2026-06-25T04:28:00-04:00,30173.5,30185.5,30173.5,30180.0,215
2026-06-25T04:29:00-04:00,30180.25,30180.25,30167.5,30172.0,180
2026-06-25T04:30:00-04:00,30171.25,30175.5,30163.0,30163.0,190
2026-06-25T04:31:00-04:00,30163.5,30169.25,30163.5,30169.25,65
2026-06-25T04:32:00-04:00,30168.5,30175.5,30165.5,30167.5,53
2026-06-25T04:33:00-04:00,30168.25,30178.5,30167.0,30173.75,69
2026-06-25T04:34:00-04:00,30169.75,30169.75,30160.0,30160.0,118
2026-06-25T04:35:00-04:00,30161.5,30169.25,30158.75,30164.25,71
2026-06-25T04:36:00-04:00,30165.0,30178.0,30165.0,30176.5,90
2026-06-25T04:37:00-04:00,30175.75,30177.25,30174.75,30177.25,26
2026-06-25T04:38:00-04:00,30181.0,30182.0,30174.25,30176.5,92
2026-06-25T04:39:00-04:00,30177.75,30183.75,30177.25,30179.75,50
2026-06-25T04:40:00-04:00,30180.25,30180.25,30174.75,30175.5,30
2026-06-25T04:41:00-04:00,30173.5,30173.75,30169.5,30172.0,35
2026-06-25T04:42:00-04:00,30170.5,30170.5,30162.0,30162.75,56
2026-06-25T04:43:00-04:00,30162.25,30164.75,30159.75,30160.75,59
2026-06-25T04:44:00-04:00,30161.25,30162.0,30154.0,30154.5,113
2026-06-25T04:45:00-04:00,30154.0,30156.5,30147.25,30147.25,151
2026-06-25T04:46:00-04:00,30147.75,30149.75,30140.0,30149.75,88
2026-06-25T04:47:00-04:00,30149.25,30150.5,30140.0,30142.5,89
2026-06-25T04:48:00-04:00,30141.75,30154.75,30141.25,30144.75,164
2026-06-25T04:49:00-04:00,30143.5,30146.75,30139.25,30145.5,120
2026-06-25T04:50:00-04:00,30146.25,30146.25,30133.75,30134.0,72
2026-06-25T04:51:00-04:00,30134.25,30136.0,30129.0,30132.75,108
2026-06-25T04:52:00-04:00,30132.25,30134.5,30119.25,30133.5,245
2026-06-25T04:53:00-04:00,30131.75,30137.5,30126.75,30130.5,96
2026-06-25T04:54:00-04:00,30129.5,30134.5,30127.25,30132.75,48
2026-06-25T04:55:00-04:00,30134.25,30138.75,30127.75,30130.5,73
2026-06-25T04:56:00-04:00,30130.5,30132.25,30122.75,30123.5,96
2026-06-25T04:57:00-04:00,30124.5,30126.5,30122.25,30125.25,73
2026-06-25T04:58:00-04:00,30125.75,30127.0,30111.0,30116.5,215
2026-06-25T04:59:00-04:00,30116.75,30123.25,30114.5,30119.5,94
2026-06-25T05:00:00-04:00,30121.0,30136.75,30119.75,30135.0,149
2026-06-25T05:01:00-04:00,30135.25,30136.0,30120.25,30120.75,72
2026-06-25T05:02:00-04:00,30119.5,30125.0,30114.0,30125.0,104
2026-06-25T05:03:00-04:00,30124.75,30139.75,30123.75,30139.75,98
2026-06-25T05:04:00-04:00,30139.25,30139.25,30133.25,30135.25,55
2026-06-25T05:05:00-04:00,30134.25,30144.5,30133.0,30143.75,105
2026-06-25T05:06:00-04:00,30144.25,30151.0,30142.75,30145.75,159
2026-06-25T05:07:00-04:00,30146.75,30150.5,30145.25,30145.25,77
2026-06-25T05:08:00-04:00,30147.25,30147.25,30141.25,30144.25,51
2026-06-25T05:09:00-04:00,30142.0,30146.25,30134.0,30134.0,69
2026-06-25T05:10:00-04:00,30134.5,30137.25,30130.25,30136.75,86
2026-06-25T05:11:00-04:00,30137.0,30140.25,30131.25,30139.0,73
2026-06-25T05:12:00-04:00,30140.75,30149.25,30140.75,30145.0,132
2026-06-25T05:13:00-04:00,30146.75,30150.75,30135.25,30139.25,173
2026-06-25T05:14:00-04:00,30138.5,30138.5,30133.75,30137.75,79
2026-06-25T05:15:00-04:00,30137.5,30142.75,30135.25,30138.0,117
2026-06-25T05:16:00-04:00,30134.75,30150.75,30131.75,30149.25,132
2026-06-25T05:17:00-04:00,30149.0,30149.0,30134.0,30137.0,137
2026-06-25T05:18:00-04:00,30136.25,30136.25,30122.25,30128.5,120
2026-06-25T05:19:00-04:00,30128.75,30131.25,30120.0,30122.5,115
2026-06-25T05:20:00-04:00,30121.25,30126.5,30118.25,30122.25,123
2026-06-25T05:21:00-04:00,30120.75,30127.5,30120.25,30124.5,104
2026-06-25T05:22:00-04:00,30125.25,30127.75,30123.25,30125.0,61
2026-06-25T05:23:00-04:00,30122.5,30133.75,30122.5,30131.75,76
2026-06-25T05:24:00-04:00,30133.25,30134.0,30129.0,30134.0,45
2026-06-25T05:25:00-04:00,30132.0,30132.0,30126.25,30130.75,43
2026-06-25T05:26:00-04:00,30129.75,30132.75,30128.25,30130.5,69
2026-06-25T05:27:00-04:00,30131.5,30134.5,30126.25,30130.5,76
2026-06-25T05:28:00-04:00,30131.0,30140.0,30129.5,30138.75,42
2026-06-25T05:29:00-04:00,30138.0,30143.25,30134.5,30137.25,110
2026-06-25T05:30:00-04:00,30137.25,30155.0,30135.75,30151.0,142
2026-06-25T05:31:00-04:00,30149.0,30149.0,30132.25,30134.25,135
2026-06-25T05:32:00-04:00,30134.5,30140.75,30133.25,30137.75,50
2026-06-25T05:33:00-04:00,30138.0,30144.25,30135.5,30144.0,84
2026-06-25T05:34:00-04:00,30143.5,30147.75,30140.5,30140.5,61
2026-06-25T05:35:00-04:00,30140.25,30144.25,30138.25,30142.25,77
2026-06-25T05:36:00-04:00,30142.25,30153.25,30140.0,30148.25,98
2026-06-25T05:37:00-04:00,30148.5,30156.75,30146.25,30155.25,81
2026-06-25T05:38:00-04:00,30153.25,30155.25,30151.5,30152.5,47
2026-06-25T05:39:00-04:00,30152.5,30156.25,30151.0,30156.0,44
2026-06-25T05:40:00-04:00,30155.25,30155.25,30144.5,30150.5,87
2026-06-25T05:41:00-04:00,30150.5,30155.5,30150.0,30152.25,36
2026-06-25T05:42:00-04:00,30152.5,30154.0,30147.5,30151.75,37
2026-06-25T05:43:00-04:00,30152.25,30156.0,30150.5,30152.5,86
2026-06-25T05:44:00-04:00,30151.5,30151.75,30148.25,30150.5,37
2026-06-25T05:45:00-04:00,30148.0,30149.0,30143.0,30144.75,55
2026-06-25T05:46:00-04:00,30143.5,30148.5,30141.25,30148.5,47
2026-06-25T05:47:00-04:00,30147.75,30150.5,30145.25,30146.75,31
2026-06-25T05:48:00-04:00,30148.0,30150.0,30145.5,30148.5,23
2026-06-25T05:49:00-04:00,30148.0,30151.25,30147.0,30150.5,53
2026-06-25T05:50:00-04:00,30149.5,30151.75,30146.5,30146.75,35
2026-06-25T05:51:00-04:00,30146.75,30154.0,30146.0,30152.75,28
2026-06-25T05:52:00-04:00,30150.0,30158.0,30148.75,30155.75,55
2026-06-25T05:53:00-04:00,30156.75,30157.75,30152.5,30155.0,48
2026-06-25T05:54:00-04:00,30155.75,30155.75,30144.5,30150.5,110
2026-06-25T05:55:00-04:00,30150.25,30150.5,30135.0,30135.5,85
2026-06-25T05:56:00-04:00,30136.0,30143.25,30136.0,30140.25,39
2026-06-25T05:57:00-04:00,30140.5,30144.0,30135.0,30136.5,46
2026-06-25T05:58:00-04:00,30138.0,30140.75,30135.75,30135.75,55
2026-06-25T05:59:00-04:00,30138.0,30138.0,30129.0,30131.0,82
2026-06-25T06:00:00-04:00,30131.75,30137.0,30128.5,30132.75,96
2026-06-25T06:01:00-04:00,30130.75,30140.0,30130.75,30136.5,73
2026-06-25T06:02:00-04:00,30137.5,30142.0,30137.5,30137.5,22
2026-06-25T06:03:00-04:00,30139.5,30139.5,30125.75,30128.0,65
2026-06-25T06:04:00-04:00,30127.75,30139.5,30127.5,30139.5,19
2026-06-25T06:05:00-04:00,30139.5,30140.5,30134.75,30137.5,75
2026-06-25T06:06:00-04:00,30137.25,30142.0,30132.25,30142.0,62
